學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,學年度
國立清華大學南大校區(原：國立新竹教育大學),職,碩士,19,144,26,121,19,90,8,24,11,25,7,18,5,48,0,0,新竹市,105
國立臺中教育大學,日,博士,7,13,10,11,12,10,6,12,6,6,4,8,11,10,0,0,臺中市,105
國立臺中教育大學,日,碩士,107,180,83,174,50,102,30,76,6,8,3,4,0,0,0,0,臺中市,105
國立臺中教育大學,日,學士,288,513,284,529,301,532,258,547,0,0,0,0,0,0,60,35,臺中市,105
國立臺中教育大學,職,碩士,57,183,34,186,38,96,19,44,11,20,17,20,0,0,0,0,臺中市,105
國立澎湖科技大學,日,碩士,22,17,12,13,8,5,0,2,0,0,0,0,0,0,0,0,澎湖縣,105
國立澎湖科技大學,日,四技,390,304,375,256,358,243,327,266,0,0,0,0,0,0,30,19,澎湖縣,105
國立澎湖科技大學,職,碩士,16,5,10,9,1,0,1,0,0,0,0,0,0,0,0,0,澎湖縣,105
國立澎湖科技大學,修,四技,40,48,32,50,34,43,33,42,0,0,0,0,0,0,6,1,澎湖縣,105
國立勤益科技大學,日,博士,2,1,2,1,3,0,3,0,3,0,0,0,0,0,0,0,臺中市,105
國立勤益科技大學,日,碩士,202,49,213,54,60,14,20,2,0,0,0,0,0,0,0,0,臺中市,105
國立勤益科技大學,日,四技,1113,514,1147,556,1078,512,1101,458,0,0,0,0,0,0,169,38,臺中市,105
國立勤益科技大學,日,二技,0,0,0,0,27,3,36,1,0,0,0,0,0,0,2,0,臺中市,105
國立勤益科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,臺中市,105
國立勤益科技大學,職,碩士,85,21,75,23,32,0,8,1,10,1,1,2,0,0,0,0,臺中市,105
國立勤益科技大學,修,四技,785,150,659,161,640,170,666,157,0,0,0,0,0,0,134,22,臺中市,105
國立勤益科技大學,修,二技,0,0,0,0,19,2,18,4,0,0,0,0,0,0,4,0,臺中市,105
國立體育大學,日,博士,18,10,21,7,14,6,12,6,10,9,8,6,3,4,0,0,桃園市,105
國立體育大學,日,碩士,74,57,52,69,41,24,28,15,0,0,0,0,0,0,0,0,桃園市,105
國立體育大學,日,學士,238,155,261,140,230,148,196,139,0,0,0,0,0,0,100,34,桃園市,105
國立體育大學,職,碩士,39,40,33,40,12,7,10,7,5,1,1,1,0,0,0,0,桃園市,105
國立體育大學,修,二年制,0,0,0,0,31,17,18,14,0,0,0,0,0,0,18,8,桃園市,105
國立臺北護理健康大學,日,博士,1,11,0,12,0,13,0,11,0,10,0,4,0,3,0,0,臺北市,105
國立臺北護理健康大學,日,碩士,36,154,30,135,13,108,6,83,0,0,0,0,0,0,0,0,臺北市,105
國立臺北護理健康大學,日,四技,176,539,154,505,150,438,117,388,0,0,0,0,0,0,15,29,臺北市,105
國立臺北護理健康大學,日,二技,0,0,0,0,18,372,13,352,0,0,0,0,0,0,2,9,臺北市,105
國立臺北護理健康大學,日,4+X,0,0,7,13,0,0,0,0,0,0,0,0,0,0,1,1,臺北市,105
國立臺北護理健康大學,職,碩士,13,54,11,39,3,41,3,11,0,0,0,0,0,0,0,0,臺北市,105
國立臺北護理健康大學,修,二技,0,0,0,0,4,246,4,210,6,223,0,0,0,0,0,32,臺北市,105
國立高雄餐旅大學,日,博士,4,2,3,1,1,5,1,1,4,1,1,1,0,0,0,0,高雄市,105
國立高雄餐旅大學,日,碩士,20,46,25,55,6,16,2,3,0,0,0,0,0,0,0,0,高雄市,105
國立高雄餐旅大學,日,四技,235,582,220,578,211,589,192,582,0,0,0,0,0,0,9,11,高雄市,105
國立高雄餐旅大學,日,二技,0,0,0,0,14,37,8,37,0,0,0,0,0,0,0,2,高雄市,105
國立高雄餐旅大學,日,五專,21,29,20,31,17,32,9,25,13,12,0,0,0,0,0,0,高雄市,105
國立高雄餐旅大學,職,碩士,17,13,17,15,2,5,0,4,1,0,0,0,0,0,0,0,高雄市,105
國立高雄餐旅大學,修,四技,75,165,54,168,58,175,59,166,0,0,0,0,0,0,2,6,高雄市,105
國立高雄餐旅大學,修,二技,0,0,0,0,37,121,35,99,0,0,0,0,0,0,1,5,高雄市,105
國立高雄餐旅大學,修,4+X,13,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,105
國立高雄餐旅大學,修,二專,49,87,32,89,0,0,0,0,0,0,0,0,0,0,9,10,高雄市,105
國立金門大學,日,碩士,53,31,41,27,21,16,9,3,0,0,0,0,0,0,0,0,金門縣,105
國立金門大學,日,學士,410,408,418,405,431,403,338,418,28,18,0,0,0,0,100,39,金門縣,105
國立金門大學,職,碩士,16,9,20,4,15,1,0,0,0,0,0,0,0,0,0,0,金門縣,105
國立金門大學,進,學士,123,105,115,84,110,77,87,71,0,0,0,0,0,0,38,23,金門縣,105
國立臺灣體育運動大學,日,碩士,51,43,41,43,34,21,19,15,1,4,1,1,0,0,0,0,臺中市,105
國立臺灣體育運動大學,日,學士,350,241,338,229,315,228,283,219,0,0,0,0,0,0,148,52,臺中市,105
國立臺灣體育運動大學,職,碩士,26,11,21,14,11,5,7,1,0,1,0,0,0,0,0,0,臺中市,105
國立臺灣體育運動大學,進,學士,70,29,54,20,56,22,48,20,0,0,0,0,0,0,26,4,臺中市,105
國立臺中科技大學,日,碩士,77,92,66,81,19,29,12,8,0,0,0,0,0,0,0,0,臺中市,105
國立臺中科技大學,日,四技,423,972,357,1006,341,860,318,827,0,0,0,0,0,0,62,54,臺中市,105
國立臺中科技大學,日,二技,0,0,0,0,146,578,129,645,0,0,0,0,0,0,18,69,臺中市,105
國立臺中科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,臺中市,105
國立臺中科技大學,日,五專,152,524,133,575,158,623,120,610,155,596,0,0,0,0,13,28,臺中市,105
國立臺中科技大學,職,碩士,36,43,25,41,6,6,2,1,3,1,0,0,0,0,0,0,臺中市,105
國立臺中科技大學,修,四技,194,319,174,341,186,357,143,359,0,0,0,0,0,0,42,59,臺中市,105
國立臺中科技大學,修,二技,0,0,0,0,39,147,52,106,0,0,0,0,0,0,12,22,臺中市,105
國立臺中科技大學,修,二專,3,65,9,69,0,0,0,0,0,0,0,0,0,0,2,15,臺中市,105
國立臺北商業大學,日,碩士,35,39,27,36,7,4,2,1,0,0,0,0,0,0,0,0,臺北市,105
國立臺北商業大學,日,四技,173,422,139,409,165,379,123,374,0,0,0,0,0,0,14,50,臺北市,105
國立臺北商業大學,日,二技,0,0,0,0,66,321,70,308,0,0,0,0,0,0,6,17,臺北市,105
國立臺北商業大學,日,五專,85,271,111,292,114,287,87,300,94,280,0,0,0,0,18,46,臺北市,105
國立臺北商業大學,職,碩士,4,7,8,3,0,2,0,1,0,0,0,0,0,0,0,0,臺北市,105
國立臺北商業大學,修,四技,49,126,59,104,31,117,42,109,0,0,0,0,0,0,9,14,臺北市,105
國立臺北商業大學,修,二技,0,0,0,0,118,298,130,314,0,0,0,0,0,0,15,29,臺北市,105
國立臺北商業大學,修,4+X,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,105
國立臺北商業大學,修,二專,0,0,0,1,4,3,0,0,0,0,0,0,0,0,20,16,臺北市,105
國立屏東大學,日,博士,4,3,2,8,7,3,5,0,5,3,3,2,2,0,0,0,屏東縣,105
國立屏東大學,日,碩士,150,196,119,149,56,113,46,94,0,0,0,0,0,0,0,0,屏東縣,105
國立屏東大學,日,學士,679,971,625,1061,646,988,630,952,0,0,0,0,0,0,99,90,屏東縣,105
國立屏東大學,職,碩士,44,152,40,108,23,80,12,31,12,37,2,3,0,0,0,0,屏東縣,105
國立屏東大學,進,學士,92,97,42,58,59,75,46,81,0,0,0,0,0,0,28,37,屏東縣,105
國立臺灣戲曲學院,日,四技,54,101,44,90,41,78,37,75,0,0,0,0,0,0,19,9,臺北市,105
國立臺灣戲曲學院,修,四技,7,12,14,8,7,8,8,15,0,0,0,0,0,0,0,0,臺北市,105
國立臺南護理專科學校,日,二專,2,43,4,48,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,105
國立臺南護理專科學校,日,五專,23,341,23,344,28,325,25,324,11,316,0,0,0,0,2,12,臺南市,105
國立臺南護理專科學校,修,二專,4,30,5,30,0,0,0,0,0,0,0,0,0,0,0,4,臺南市,105
國立臺東專科學校,日,二專,214,78,153,82,0,0,0,0,0,0,0,0,0,0,9,3,臺東縣,105
國立臺東專科學校,日,五專,48,78,78,64,51,54,62,67,56,50,0,0,0,0,8,7,臺東縣,105
國立臺東專科學校,修,二專,27,24,24,20,0,0,0,0,0,0,0,0,0,0,4,2,臺東縣,105
東海大學,日,博士,21,18,25,18,15,16,21,8,23,15,10,13,18,14,0,0,臺中市,105
東海大學,日,碩士,248,218,213,200,159,132,68,62,26,28,16,13,0,0,0,0,臺中市,105
東海大學,日,學士,1484,1766,1562,1837,1459,1813,1364,1833,22,11,0,0,0,0,355,232,臺中市,105
東海大學,職,碩士,93,110,105,118,66,58,39,31,28,34,13,20,0,0,0,0,臺中市,105
東海大學,進,學士,49,55,62,65,81,59,56,47,39,43,0,0,0,0,19,6,臺中市,105
輔仁大學,日,博士,35,34,39,31,40,29,27,26,30,29,25,16,44,33,0,0,新北市,105
輔仁大學,日,碩士,321,425,284,386,182,187,162,273,2,10,3,3,0,0,0,0,新北市,105
輔仁大學,日,學士,1844,2442,1878,2577,1783,2495,1628,2524,36,13,35,9,29,13,509,466,新北市,105
輔仁大學,職,碩士,219,329,194,274,77,135,69,90,39,74,60,70,0,0,0,0,新北市,105
輔仁大學,修,二技,0,0,0,0,2,28,0,33,0,0,0,0,0,0,0,2,新北市,105
輔仁大學,進,學士,481,716,424,733,372,722,377,659,0,0,0,0,0,0,178,232,新北市,105
東吳大學,日,博士,14,9,9,11,10,9,11,5,5,7,3,9,11,3,0,0,臺北市,105
東吳大學,日,碩士,164,235,160,199,122,135,123,108,0,0,0,0,0,0,0,0,臺北市,105
東吳大學,日,學士,1195,1719,1129,1766,1105,1721,1059,1606,107,147,0,0,0,0,327,361,臺北市,105
東吳大學,職,碩士,131,203,154,162,72,98,68,65,45,46,50,63,0,0,0,0,臺北市,105
東吳大學,進,學士,70,172,64,171,66,166,69,146,55,113,0,0,0,0,28,36,臺北市,105
中原大學,日,博士,45,24,47,17,43,10,52,16,26,9,29,13,27,6,0,0,桃園市,105
中原大學,日,碩士,451,241,369,211,142,77,94,60,0,0,0,0,0,0,0,0,桃園市,105
中原大學,日,學士,1714,1517,1834,1457,1791,1409,1618,1345,68,80,0,0,0,0,441,185,桃園市,105
中原大學,日,4+X,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,桃園市,105
中原大學,職,碩士,168,123,178,128,63,28,70,25,41,16,43,15,0,0,0,0,桃園市,105
淡江大學,日,博士,58,31,52,13,40,25,56,26,31,18,39,18,49,31,0,0,新北市,105
淡江大學,日,碩士,430,308,401,256,173,123,104,97,0,0,0,0,0,0,0,0,新北市,105
淡江大學,日,學士,2559,2507,2518,2513,2441,2518,2408,2433,31,26,0,0,0,0,735,359,新北市,105
淡江大學,職,碩士,187,192,208,200,99,64,56,48,30,29,29,26,0,0,0,0,新北市,105
淡江大學,修,二技,0,0,0,0,7,12,4,10,4,3,0,0,0,0,0,0,新北市,105
淡江大學,進,學士,170,157,272,292,254,203,222,235,0,0,0,0,0,0,112,67,新北市,105
中國文化大學,日,博士,54,28,37,33,44,25,43,24,44,21,48,23,57,32,0,0,臺北市,105
中國文化大學,日,碩士,283,218,240,211,174,140,159,115,2,4,0,0,0,0,0,0,臺北市,105
中國文化大學,日,學士,2444,2645,2336,2757,2288,2783,2251,2539,0,0,0,0,0,0,762,617,臺北市,105
中國文化大學,職,碩士,72,123,48,102,32,38,28,34,28,19,0,0,0,0,0,0,臺北市,105
中國文化大學,修,二技,0,0,0,0,15,15,17,23,5,5,0,0,0,0,0,0,臺北市,105
中國文化大學,進,學士,176,213,233,267,204,341,192,305,0,0,0,0,0,0,120,168,臺北市,105
逢甲大學,日,博士,70,22,62,24,44,22,39,14,45,11,28,13,27,4,0,0,臺中市,105
逢甲大學,日,碩士,516,250,476,199,116,53,43,22,0,0,0,0,0,0,0,0,臺中市,105
逢甲大學,日,學士,2575,1513,2673,1561,2506,1621,2398,1570,50,52,0,0,0,0,428,94,臺中市,105
逢甲大學,職,碩士,273,164,250,165,102,31,48,20,39,12,0,0,0,0,0,0,臺中市,105
逢甲大學,進,學士,121,90,128,125,130,109,130,100,0,0,0,0,0,0,36,24,臺中市,105
靜宜大學,日,博士,6,4,3,3,3,3,2,1,5,2,1,1,4,1,0,0,臺中市,105
靜宜大學,日,碩士,87,144,55,102,35,53,45,47,0,0,0,0,0,0,0,0,臺中市,105
靜宜大學,日,學士,1028,1615,1005,1702,1024,1676,952,1715,0,0,0,0,0,0,342,351,臺中市,105
靜宜大學,職,碩士,39,64,48,48,20,29,38,37,0,0,0,0,0,0,0,0,臺中市,105
靜宜大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,臺中市,105
長庚大學,日,博士,64,30,54,28,60,22,49,17,45,23,33,17,82,34,0,0,桃園市,105
長庚大學,日,碩士,262,216,241,198,114,96,50,50,10,16,1,11,0,0,0,0,桃園市,105
長庚大學,日,學士,585,656,618,540,607,539,581,541,113,46,102,50,96,51,142,96,桃園市,105
長庚大學,職,碩士,30,22,32,34,22,13,17,5,15,6,10,14,0,0,0,0,桃園市,105
元智大學,日,博士,39,19,33,12,32,14,37,4,28,10,32,9,19,9,0,0,桃園市,105
元智大學,日,碩士,288,147,289,126,106,44,39,15,1,0,0,0,0,0,0,0,桃園市,105
元智大學,日,學士,1010,781,1026,748,960,759,903,773,0,0,0,0,0,0,192,95,桃園市,105
元智大學,職,碩士,152,92,144,102,90,29,49,15,44,9,30,9,0,0,0,0,桃園市,105
中華大學,日,博士,11,5,14,5,23,5,8,3,7,2,12,3,12,4,0,0,新竹市,105
中華大學,日,碩士,194,181,101,41,38,16,24,4,0,0,0,0,0,0,0,0,新竹市,105
中華大學,日,學士,719,454,995,673,897,611,927,646,0,0,0,0,0,0,325,90,新竹市,105
中華大學,職,碩士,98,65,57,17,9,4,4,3,0,0,0,0,0,0,0,0,新竹市,105
中華大學,修,二技,0,0,0,0,6,6,110,71,0,0,0,0,0,0,11,1,新竹市,105
中華大學,進,學士,58,33,34,17,20,13,27,23,0,0,0,0,0,0,12,4,新竹市,105
大葉大學,日,博士,17,8,22,4,17,3,17,3,12,4,3,2,14,2,0,0,彰化縣,105
大葉大學,日,碩士,207,166,150,75,50,39,24,23,1,0,0,0,0,0,0,0,彰化縣,105
大葉大學,日,學士,1124,1073,1126,1111,1130,1060,1177,904,0,0,0,0,0,0,225,85,彰化縣,105
大葉大學,職,碩士,111,198,38,63,14,9,13,5,4,1,2,1,0,0,0,0,彰化縣,105
大葉大學,修,二技,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,彰化縣,105
大葉大學,進,學士,225,165,232,169,172,127,174,83,0,0,0,0,0,0,27,15,彰化縣,105
華梵大學,日,博士,4,5,3,3,8,4,6,4,2,2,2,3,3,1,0,0,新北市,105
華梵大學,日,碩士,40,28,41,43,21,38,29,17,0,0,0,0,0,0,0,0,新北市,105
華梵大學,日,學士,221,218,311,270,288,278,293,245,0,0,0,0,0,0,79,40,新北市,105
華梵大學,職,碩士,13,54,11,42,5,13,5,9,13,3,22,6,0,0,0,0,新北市,105
義守大學,日,博士,18,5,15,7,21,5,15,3,9,4,9,2,7,2,0,0,高雄市,105
義守大學,日,碩士,115,72,124,58,66,27,21,4,0,0,0,0,0,0,0,0,高雄市,105
義守大學,日,學士,1615,1524,1592,1602,1574,1531,1543,1504,24,20,0,0,0,0,430,191,高雄市,105
義守大學,職,碩士,175,60,92,55,30,16,12,8,7,0,6,8,0,0,0,0,高雄市,105
義守大學,修,二技,0,0,0,0,19,131,24,113,0,0,0,0,0,0,2,6,高雄市,105
義守大學,進,學士,424,223,255,120,229,136,197,151,0,0,0,0,0,0,79,36,高雄市,105
世新大學,日,博士,8,8,7,7,6,9,4,7,4,3,5,3,4,3,0,0,臺北市,105
世新大學,日,碩士,103,105,93,93,63,56,76,52,0,0,0,0,0,1,0,0,臺北市,105
世新大學,日,學士,877,1556,830,1537,826,1563,872,1541,0,0,0,0,0,0,218,171,臺北市,105
世新大學,職,碩士,141,105,118,96,73,55,72,35,50,41,38,32,0,0,0,0,臺北市,105
世新大學,修,二技,0,0,0,0,9,14,5,10,0,0,0,0,0,0,1,1,臺北市,105
世新大學,進,學士,28,32,30,42,21,52,0,0,0,0,0,0,0,0,0,0,臺北市,105
銘傳大學,日,博士,10,9,4,4,4,5,5,7,4,5,5,7,3,1,0,0,臺北市,105
銘傳大學,日,碩士,144,179,118,121,72,49,43,28,0,1,0,1,0,0,0,0,臺北市,105
銘傳大學,日,學士,1689,2566,1634,2550,1579,2549,1578,2568,24,23,0,0,0,0,506,430,臺北市,105
銘傳大學,職,碩士,132,181,131,178,58,38,36,18,14,13,13,12,0,0,0,0,臺北市,105
實踐大學,日,博士,3,4,4,3,0,2,2,0,0,2,0,0,0,0,0,0,臺北市,105
實踐大學,日,碩士,54,81,55,52,48,44,34,17,0,0,0,0,0,0,0,0,臺北市,105
實踐大學,日,學士,979,2085,1057,1945,985,1943,978,1870,17,20,0,0,0,0,244,281,臺北市,105
實踐大學,職,碩士,37,34,38,29,10,11,10,22,9,3,0,0,0,0,0,0,臺北市,105
實踐大學,修,二技,0,0,0,0,11,45,9,40,0,0,0,0,0,0,2,20,臺北市,105
實踐大學,進,學士,168,387,170,406,166,349,141,377,0,0,0,0,0,0,48,109,臺北市,105
朝陽科技大學,日,博士,18,3,13,4,12,3,8,0,7,3,9,1,7,0,0,0,臺中市,105
朝陽科技大學,日,碩士,176,119,136,114,101,83,0,0,0,0,0,0,0,0,0,0,臺中市,105
朝陽科技大學,日,四技,1164,1658,1144,1621,1157,1705,1119,1675,0,0,0,0,0,0,227,152,臺中市,105
朝陽科技大學,日,二技,0,0,0,0,18,14,7,6,0,0,0,0,0,0,1,0,臺中市,105
朝陽科技大學,職,碩士,73,64,87,83,62,85,0,0,0,0,0,0,0,0,0,0,臺中市,105
朝陽科技大學,修,四技,482,410,388,348,338,356,296,363,0,0,0,0,0,0,123,97,臺中市,105
朝陽科技大學,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,臺中市,105
高雄醫學大學,日,博士,31,28,32,30,26,22,27,19,30,28,23,12,14,12,0,0,高雄市,105
高雄醫學大學,日,碩士,104,177,84,137,34,65,11,26,0,2,0,0,0,0,0,0,高雄市,105
高雄醫學大學,日,學士,517,729,518,726,508,679,513,649,180,117,163,77,79,64,57,45,高雄市,105
高雄醫學大學,日,4+X,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,105
高雄醫學大學,職,碩士,32,71,37,37,19,9,3,4,1,2,0,0,0,0,0,0,高雄市,105
高雄醫學大學,修,二技,0,0,0,0,0,19,1,16,4,36,0,0,0,0,0,0,高雄市,105
南華大學,日,博士,4,2,9,4,3,1,3,2,6,1,2,0,0,1,0,0,嘉義縣,105
南華大學,日,碩士,101,176,71,119,44,50,35,38,4,0,0,0,0,0,0,0,嘉義縣,105
南華大學,日,學士,497,512,531,615,494,571,409,439,0,0,0,0,0,0,124,50,嘉義縣,105
南華大學,職,碩士,63,97,44,46,16,30,14,24,24,14,0,0,0,0,0,0,嘉義縣,105
南華大學,進,學士,63,43,48,36,53,32,21,6,0,0,0,0,0,0,1,0,嘉義縣,105
真理大學,日,碩士,42,36,28,32,12,10,10,12,0,0,0,0,0,0,0,0,新北市,105
真理大學,日,學士,743,861,821,934,797,954,805,887,0,0,0,0,0,0,212,156,新北市,105
真理大學,職,碩士,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,新北市,105
真理大學,進,學士,35,32,41,32,30,29,53,49,0,0,0,0,0,0,34,21,新北市,105
大同大學,日,博士,8,8,12,8,10,7,9,9,13,7,8,3,17,2,0,0,臺北市,105
大同大學,日,碩士,102,68,117,48,37,10,21,5,0,0,0,0,0,0,0,0,臺北市,105
大同大學,日,學士,524,384,587,335,590,288,564,311,0,0,0,0,0,0,157,30,臺北市,105
大同大學,職,碩士,68,28,74,24,45,17,50,17,42,3,0,0,0,0,0,0,臺北市,105
南臺科技大學,日,博士,10,3,15,3,20,3,10,2,4,0,5,1,6,0,0,0,臺南市,105
南臺科技大學,日,碩士,205,144,211,132,95,57,32,26,0,1,0,1,0,0,0,0,臺南市,105
南臺科技大學,日,四技,1783,1352,1775,1446,1730,1476,1614,1451,0,0,0,0,0,0,284,157,臺南市,105
南臺科技大學,日,二技,0,0,0,0,32,80,27,108,0,0,0,0,0,0,0,4,臺南市,105
南臺科技大學,職,碩士,89,66,75,79,20,25,25,15,23,7,11,5,0,0,0,0,臺南市,105
南臺科技大學,修,四技,730,421,561,413,513,416,453,393,0,0,0,0,0,0,163,162,臺南市,105
南臺科技大學,修,二技,0,0,0,0,34,32,42,37,0,0,0,0,0,0,8,12,臺南市,105
崑山科技大學,日,博士,6,1,2,4,8,1,4,2,3,0,2,0,2,0,0,0,臺南市,105
崑山科技大學,日,碩士,137,53,136,39,20,11,16,5,0,0,0,0,0,0,0,0,臺南市,105
崑山科技大學,日,四技,1124,800,1248,856,1243,856,1131,820,0,0,0,0,0,0,213,102,臺南市,105
崑山科技大學,日,二技,0,0,0,0,1,1,4,3,0,0,0,0,0,0,1,0,臺南市,105
崑山科技大學,職,碩士,50,27,49,20,13,3,4,2,0,0,0,0,0,0,0,0,臺南市,105
崑山科技大學,修,四技,627,309,561,259,425,284,399,201,0,0,0,0,0,0,143,60,臺南市,105
崑山科技大學,修,二技,0,0,0,0,75,26,62,26,0,0,0,0,0,0,5,2,臺南市,105
嘉南藥理大學,日,碩士,61,59,59,58,20,18,2,5,0,0,0,0,0,0,0,0,臺南市,105
嘉南藥理大學,日,四技,1177,1698,1347,1911,1263,1953,1188,1844,0,0,0,0,0,0,137,80,臺南市,105
嘉南藥理大學,日,二技,0,0,0,0,9,91,12,93,0,0,0,0,0,0,0,1,臺南市,105
嘉南藥理大學,職,碩士,57,52,45,55,1,6,3,3,0,1,1,0,0,0,0,0,臺南市,105
嘉南藥理大學,修,四技,347,363,313,311,322,304,309,295,0,0,0,0,0,0,95,66,臺南市,105
嘉南藥理大學,修,二技,0,0,0,0,23,97,31,77,0,0,0,0,0,0,4,2,臺南市,105
嘉南藥理大學,修,4+X,7,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,臺南市,105
樹德科技大學,日,博士,1,6,1,3,4,4,2,0,5,2,0,0,0,0,0,0,高雄市,105
樹德科技大學,日,碩士,66,53,58,55,24,24,18,18,0,0,0,0,0,0,0,0,高雄市,105
樹德科技大學,日,四技,824,1140,872,1182,853,1124,773,1137,0,0,0,0,0,0,204,122,高雄市,105
樹德科技大學,日,二技,0,0,0,0,6,8,1,4,0,0,0,0,0,0,0,0,高雄市,105
樹德科技大學,職,碩士,85,89,43,78,23,30,42,20,0,0,0,0,0,0,0,0,高雄市,105
樹德科技大學,修,四技,214,203,182,201,179,149,197,148,0,0,0,0,0,0,71,49,高雄市,105
樹德科技大學,修,二技,0,0,0,0,61,148,38,112,0,0,0,0,0,0,0,1,高雄市,105
慈濟大學,日,博士,13,10,10,10,12,12,9,6,3,5,5,6,10,6,0,0,花蓮縣,105
慈濟大學,日,碩士,37,84,51,67,20,31,13,29,0,0,0,0,0,0,0,0,花蓮縣,105
慈濟大學,日,學士,267,453,274,435,214,368,254,389,45,56,25,29,31,21,63,59,花蓮縣,105
慈濟大學,職,碩士,0,5,0,8,3,8,0,2,2,0,0,0,0,0,0,0,花蓮縣,105
臺北醫學大學,日,博士,64,39,35,27,34,35,36,25,34,18,27,20,24,19,0,0,臺北市,105
臺北醫學大學,日,碩士,96,179,86,143,31,34,19,26,0,0,0,0,0,0,0,0,臺北市,105
臺北醫學大學,日,學士,373,592,404,599,407,580,373,529,143,119,170,93,89,68,35,62,臺北市,105
臺北醫學大學,日,4+X,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,105
臺北醫學大學,職,碩士,25,67,25,62,4,39,7,31,0,0,0,0,0,0,0,0,臺北市,105
臺北醫學大學,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,臺北市,105
中山醫學大學,日,博士,27,13,27,16,32,13,19,7,12,8,14,5,12,6,0,0,臺中市,105
中山醫學大學,日,碩士,70,123,69,101,29,40,16,29,0,0,0,0,0,0,0,0,臺中市,105
中山醫學大學,日,學士,489,933,533,865,584,817,533,870,155,68,146,80,101,50,94,59,臺中市,105
中山醫學大學,職,碩士,23,54,5,33,5,13,4,3,0,0,0,0,0,0,0,0,臺中市,105
中山醫學大學,修,二技,0,0,0,0,22,19,15,23,19,23,0,0,0,0,0,0,臺中市,105
中山醫學大學,進,學士,0,0,0,1,5,9,10,18,0,0,0,0,0,0,9,7,臺中市,105
龍華科技大學,日,碩士,85,34,71,17,37,14,14,7,0,0,0,0,0,0,0,0,桃園市,105
龍華科技大學,日,四技,999,558,941,562,999,580,988,626,0,0,0,0,0,0,241,137,桃園市,105
龍華科技大學,日,二技,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,桃園市,105
龍華科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,桃園市,105
龍華科技大學,日,五專,39,11,31,6,0,0,0,0,0,0,0,0,0,0,0,0,桃園市,105
龍華科技大學,職,碩士,32,12,81,25,13,2,11,0,0,0,0,0,0,0,0,0,桃園市,105
龍華科技大學,修,四技,874,310,671,238,579,250,483,232,0,0,0,0,0,0,126,46,桃園市,105
龍華科技大學,修,二技,0,0,0,0,29,20,30,18,0,0,0,0,0,0,4,4,桃園市,105
輔英科技大學,日,碩士,18,32,8,22,9,10,1,9,0,0,0,0,0,0,0,0,高雄市,105
輔英科技大學,日,四技,414,575,409,546,380,492,344,503,0,0,0,0,0,0,96,90,高雄市,105
輔英科技大學,日,二技,0,0,0,0,83,668,74,628,0,0,0,0,0,0,4,19,高雄市,105
輔英科技大學,日,五專,45,472,54,452,58,505,51,499,55,529,0,0,0,0,9,45,高雄市,105
輔英科技大學,職,碩士,1,16,1,10,1,12,0,9,0,5,0,0,0,0,0,0,高雄市,105
輔英科技大學,修,四技,104,53,54,38,72,41,49,36,0,0,0,0,0,0,40,15,高雄市,105
輔英科技大學,修,二技,0,0,0,0,40,221,47,203,21,29,0,0,0,0,5,23,高雄市,105
明新科技大學,日,碩士,93,43,87,38,52,10,18,9,0,0,0,0,0,0,0,0,新竹縣,105
明新科技大學,日,四技,1272,717,1212,844,1207,849,1174,872,0,0,0,0,0,0,230,119,新竹縣,105
明新科技大學,職,碩士,91,22,50,17,26,1,23,2,8,7,1,0,0,0,0,0,新竹縣,105
明新科技大學,修,四技,464,316,522,386,468,356,415,295,0,0,0,0,0,0,240,130,新竹縣,105
明新科技大學,修,二技,0,0,0,0,19,32,0,41,0,0,0,0,0,0,0,1,新竹縣,105
明新科技大學,修,二專,12,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,新竹縣,105
長榮大學,日,博士,8,1,4,2,4,1,5,3,3,4,1,1,1,2,0,0,臺南市,105
長榮大學,日,碩士,60,95,56,77,20,54,25,22,0,5,0,0,0,0,0,0,臺南市,105
長榮大學,日,學士,848,1180,1094,1263,1068,1244,1012,1123,0,0,0,0,0,0,199,118,臺南市,105
